name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
CleanSlate Centers Greenfield,489 Bernardston Road,Greenfield,MA,1301,413-376-4343,https://www.cleanslatecenters.com/,42.608746,-72.5856398,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Gosnolds Emerson House Emerson House,558 West Falmouth Highway,Falmouth,MA,2540,508-540-6550,https://www.gosnold.org,41.6004157,-70.6368545,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured|va_tricare,residential|telehealth,cbt|mat|twelve_step,english
Institute for Health and Recovery Inc,75 North Beacon Street,Watertown,MA,2472,617-661-3991,https://www.healthrecovery.org,42.3643553,-71.180637,national,findtreatment.gov,SA,substance_use,alcohol,adolescent,woman,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Community Services Institute,1695 Main Street,Springfield,MA,1103,413-739-5572 x209,https://www.communityserv.com,42.104646,-72.594653,national,findtreatment.gov,MH,mental_health,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt,english
Community Clinic Programs Inc,1304 Commonwealth Avenue,Allston,MA,2134,617-482-5292,https://www.communityclinicma.org,42.348368,-71.134129,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt,english
Lowell Community Health Center Inc Behavioral Health Services Outpatient,161 Jackson Street,Lowell,MA,1852,978-937-9700 x6730,https://www.lchealth.org,42.6418133,-71.3115185,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Institute for Health and Recovery Inc,75 North Beacon Street,Watertown,MA,2472,617-661-3991,https://www.healthrecovery.org,42.3643553,-71.180637,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt,english
Boston Healthcare for the Homeless Inc,780 Albany Street,Boston,MA,2118,857-654-1323,https://www.bhchp.org/,42.333765,-71.073003,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Whitman Counseling Center,288 Bedford Street,Whitman,MA,2382,781-447-6425,https://www.bamsi.org,42.0685702,-70.9488613,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Old Colony Y Comprehensive Counseling,104 Torrey Street,Brockton,MA,2301,508-427-4383,https://www.oldcolonyymca.org/community-social-services/counseling,42.0731434,-71.0461553,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt,english
Arbour Counseling Services Jamaica Plain,157 Green Street,Jamaica Plain,MA,2130,617-390-1498,https://arbourhospital.com,42.3101407,-71.1067176,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Arbour Counseling Services,411 Chandler Street,Worcester,MA,1602,508-799-0688,https://,42.2639437,-71.8327659,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Arbour Counseling Services Franklin,38 Pond Street,Franklin,MA,2038,508-528-6037 x18,https://www.arbourhealth.com,42.0916972,-71.4263096,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Arbour Counseling Services,21 George Street,Lowell,MA,1852,978-453-5736,https://arbourhealth.com,42.6420182,-71.3067695,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Community Clinic Programs Inc,1304 Commonwealth Avenue,Allston,MA,2134,617-482-5292,https://www.communityclinicma.org,42.348368,-71.134129,national,findtreatment.gov,SA,substance_use,alcohol,,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Mentor South Bay,103 Commercial Street,Brockton,MA,2302,508-580-4691,https://www.mentorsouthbay.com,42.0828293,-71.0157431,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Arbour Counseling Services Jamaica Plain,157 Green Street,Jamaica Plain,MA,2130,617-390-1498,https://arbourhospital.com,42.3101407,-71.1067176,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Arbour Counseling Services,411 Chandler Street,Worcester,MA,1602,508-799-0688,https://,42.2639437,-71.8327659,national,findtreatment.gov,SA,substance_use,alcohol,,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
New England Aftercare Ministries Inc The Bridge House,18 Summit Street,Framingham,MA,1702,508-872-6194 x114,https://www.thebridgehouse.org,42.2731728,-71.4119851,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare,residential|telehealth,cbt|mat|twelve_step,english
Bridgewell Counseling Services Lowell,35 Market Street,Lowell,MA,1852,978-459-0389,https://www.bridgewell.org,42.6445194,-71.3090821,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Healthcare Resource Centers,170 Morton Street,Jamaica Plain,MA,2130,617-541-3670,https://www.hcrcenters.com,42.2992996,-71.1014473,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
CleanSlate Centers,201 South Main Street,Athol,MA,1331,978-248-0442,https://www.cleanslatecenters.com,42.5913444,-72.2424619,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Spectrum Health Systems Inc Millbury Outpatient Treatment Center,50 Howe Avenue,Millbury,MA,1527,508-865-2085 x6810,https://www.spectrumhealthsystems.org,42.197742,-71.7570269,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
Recovery Centers of America Danvers,75 Lindall Street,Danvers,MA,1923,978-223-9300,https://www.recoverycentersofamerica.com,42.574774,-70.9439059,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|residential|telehealth,cbt|mat|twelve_step,english
SaVida Health West Springfield,50 Union Street,West Springfield,MA,1089,413-333-5602,https://www.savidahealth.com,42.1042316,-72.6197523,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Community Counseling of Bristol County Behavioral Health Adult Counseling,1 Washington Street,Taunton,MA,2780,508-828-9116,https://www.comcounseling.org,41.9006623,-71.098632,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,veteran|woman,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
SaVida Health Worcester,299 Lincoln Street,Worcester,MA,1605,508-890-0990,https://www.savidahealth.com,42.2867104,-71.7897815,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
SaVida Health Pittsfield,184 North Street,Pittsfield,MA,1201,413-236-9100,https://www.savidahealth.com,42.45126249,-73.25294625,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
CleanSlate Centers,360 Merrimack Street,Lawrence,MA,1843,978-802-7331,https://www.cleanslatecenters.com,42.7036384,-71.1424002,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
New Horizons Medical,214 Howard Street,Framingham,MA,1702,508-872-0700,https://www.newhorizonsmedical.org,42.2780929,-71.4138448,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
New Horizons Medical,500 Congress Street,Quincy,MA,2169,617-481-6949,https://www.newhorizonsmedical.org,42.2346821,-71.0162248,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
New Horizons Medical,222 Blossom Street Extension,Lynn,MA,1901,781-584-4645,https://www.newhorizonsmedical.org/,42.4567743,-70.9506395,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
Family Continuity/Program of Advocates Advocates,76 Church Street,Whitinsville,MA,1588,508-234-4181,https://advocates.org,42.1113822,-71.6612539,national,findtreatment.gov,SA,dual_diagnosis,alcohol,,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Advocates/FCP Inc Advocates/Family Continuity,29 East Mountain Street,Worcester,MA,1606,508-766-0556,https://www.advocatesinc.org,42.3229998,-71.7899018,national,findtreatment.gov,SA,dual_diagnosis,alcohol,,veteran|woman,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Community Health Connections Inc Fitchburg Community Health Center,326 Nichols Road,Fitchburg,MA,1420,978-878-8100,https://www.chcfhc.org,42.5974119,-71.8077005,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Community Health Connections Inc Gardner Community Health Center,175 Connors Street,Gardner,MA,1440,978-410-6131,https://www.chcfhc.org,42.5730699,-71.9970809,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Community Health Connections Inc,165 Mill Street,Leominster,MA,1453,978-878-8100,https://www.chcfhc.org,42.5321021,-71.7476154,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
CHC of Cape Cod Addiction Program,107 Commercial Street,Mashpee,MA,2649,508-477-7090 x3106,https://www.chcofcapecod.org,41.6073704,-70.4908473,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Conexiones Integrated Acute Treatment Clinical Stabilization Services,365 East Street,Tewksbury,MA,1876,617-445-1123,https://www.casaesperanza.org,42.6116532,-71.2084272,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare,residential|telehealth,cbt|mat|twelve_step,english
Duffy Health Center Inc,94 Main Street,Hyannis,MA,2601,508-771-9599,https://www.duffyhealthcenter.org/,41.6562982,-70.2744449,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,woman,medicaid_medicare,outpatient|telehealth,cbt|mat,english
CleanSlate Centers,165 Mill Street,Leominster,MA,1453,978-227-1046,https://www.cleanslatecenters.com,42.5321021,-71.7476154,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
CHD Outpatient Behavioral Health Servs,102 Main Street,Greenfield,MA,1301,413-774-6252,https://www.chd.org,42.587965,-72.605304,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adolescent,woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
SaVida Health North Adams,77 Hospital Avenue,North Adams,MA,1247,413-398-5180,https://www.savidahealth.com,42.7069086,-73.1091912,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
River Valley Counseling Center,303 Beech Street,Holyoke,MA,1040,413-246-0058,https://www.rvcc-inc.org,42.2041133,-72.6191038,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
River Valley Counseling Center Satellite Office,249 Exchange Street,Chicopee,MA,1020,413-594-2141,https://www.rvcc-inc.org,42.1481266,-72.607771,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
River Valley Counseling Center Satellite Office,2 Mechanic Street,Easthampton,MA,1027,413-540-1210,https://www.rvcc-inc.org,42.2679508,-72.6691398,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat|twelve_step,english
Recovery Centers of America Westminster Outpatient,9 Village Inn Road,Westminster,MA,1473,978-571-6050,https://recoverycentersofamerica.com,42.5426017,-71.8797382,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Community Health Connections Inc ACTION Community Health Center,130 Water Street,Fitchburg,MA,1420,978-878-8100,https://www.chcfhc.org,42.580639,-71.7939413,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Washburn House Outpatient Services,1329 Main Street,Worcester,MA,1603,508-964-8334,https://www.washburnhouse.com,42.2415683,-71.8482081,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient,cbt|mat|twelve_step,english
Elm Tree Clinic,12 Wood Street,Lowell,MA,1851,833-356-8733,https://www.elmtreeclinic.com,42.6344762,-71.3552775,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Hello House Burt Street,,Dorchester Center,MA,2124,617-288-3250,https://www.voamass.org,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare,residential|telehealth,cbt|mat|twelve_step,english
Boston Medical Center Office Based Addiction Treatment Progr,801 Massachusetts Avenue,Boston,MA,2118,617-414-7453,https://www.bmc.org/office-based-addiction-treatment-obat,42.3330467,-71.0736404,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adolescent,woman,medicaid_medicare|private|va_tricare,outpatient|telehealth,cbt|mat,english
Mental Health Association (MHA) GRIT Kopernick,,Indian Orchard,MA,1151,413-747-5384,https://www.mhainc.org/grit,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|va_tricare,residential|telehealth,cbt|mat|twelve_step,english
BestLife,1 Federal Street,Springfield,MA,1105,413-732-0370,https://mhainc.org,42.1102873,-72.5770324,national,findtreatment.gov,SA,substance_use,alcohol,adolescent,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
JRI Behavioral Health Center Southeast Behavioral Health Center,35 Summer Street,Taunton,MA,2780,508-828-1308,https://www.jri.org,41.9002201,-71.0882861,national,findtreatment.gov,SA,substance_use,alcohol,,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
